GOterm	Definition	Ontology_source
GO:0015661	Catalysis of the transfer of L-lysine from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0015660	Catalysis of the transfer of formate from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0015651	Enables the transfer of quaternary ammonium groups from one side of a membrane to the other. Quaternary ammonium groups are any compound that can be regarded as derived from ammonium hydroxide or an ammonium salt by replacement of all four hydrogen atoms of the NH4+ ion by organic groups.	molecular_function
GO:0015593	Enables the transfer of allose from one side of the membrane to the other. Allose is an aldohexose similar to glucose, differing only in the configuration of the hydroxyl group of C-3.	molecular_function
GO:0015592	Enables the transfer of methylgalactoside from one side of the membrane to the other. Methylgalactoside is a compound in which the H of the OH group on carbon-1 of galactose is replaced by a methyl group.	molecular_function
GO:0015591	Enables the transfer of D-ribose from one side of the membrane to the other. As beta-D-ribofuranose, D-ribose forms the glycose group of all ribonucleosides, ribonucleotides and ribonucleic acids, and also of ribose phosphates, various glycosides, some coenzymes and some forms of vitamin B12.	molecular_function
GO:0015572	Enables the transfer of N-acetylglucosamine from one side of the membrane to the other. The D isomer of N-acetylglucosamine is a common structural unit of glycoproteins in plants, bacteria and animals; it is often the terminal sugar of an oligosaccharide group of a glycoprotein.	molecular_function
GO:0015571	Enables the transfer of N-acetylgalactosamine from one side of the membrane to the other. N-acetylgalactosamine, 2-acetamido-2-deoxygalactopyranose, is the n-acetyl derivative of galactosamine.	molecular_function
GO:0015569	Enables the transfer of p-aminobenzoyl-glutamate from one side of a membrane to the other. p-aminobenzoyl-glutamate is the anion of p-aminobenzoyl-glutamic acid.	molecular_function
GO:0015562	Enables the transfer of a specific substance or related group of substances from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0015552	Enables the transfer of propionate from one side of the membrane to the other. Propionate (or propanoate) is the organic acid CH3-CH2-COOH.	molecular_function
GO:0015551	Enables the transfer of 3-hydroxyphenyl propanoate from one side of the membrane to the other.	molecular_function
GO:0015550	Enables the transfer of galacturonate from one side of the membrane to the other. Galacturonate is the uronic acid formally derived from galactose by oxidation of the hydroxymethylene group at C-6 to a carboxyl group.	molecular_function
GO:0015542	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: sugar(in) = sugar(out).	molecular_function
GO:0015541	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: cyanate(out) = cyanate(in).	molecular_function
GO:0015530	Enables the transfer of shikimate from one side of the membrane to the other. Shikimate is an important intermediate in the biosynthesis of aromatic amino acids.	molecular_function
GO:0015523	Catalysis of the transfer of arabinose from the inside of the cell to the outside of the cell across a membrane: H+(out) + arabinose(in) = H+(in) + arabinose(out).	molecular_function
GO:0015499	Enables the transfer of formate from one side of the membrane to the other. Formate is also known as methanoate, the anion HCOO- derived from methanoic (formic) acid.	molecular_function
GO:0015490	Enables the transfer of cadaverine, 1,5-pentanediamine, from one side of the membrane to the other.	molecular_function
GO:0015489	Enables the transfer of putrescine from one side of the membrane to the other. Putrescine is 1,4-diaminobutane, the polyamine formed by decarboxylation of ornithine and the metabolic precursor of spermidine and spermine.	molecular_function
GO:0015462	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + protein(out) = ADP + phosphate + protein(in).	molecular_function
GO:0015452	Primary active transport of a solute across a membrane driven by a methyl transfer reaction. Primary active transport is catalysis of the transport of a solute across a membrane, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is driven by a primary energy source.	molecular_function
GO:0015451	Primary active transport of a solute across a membrane driven by decarboxylation of a cytoplasmic substrate. Primary active transport is catalysis of the transport of a solute across a membrane, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is driven by a primary energy source.	molecular_function
GO:0015450	Primary active carrier-mediated transport of a protein across a membrane, driven by the hydrolysis of the diphosphate bond of inorganic pyrophosphate, ATP, or another nucleoside triphosphate. The transport protein may or may not be transiently phosphorylated, but the substrate is not phosphorylated.	molecular_function
GO:0070890	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: L-ascorbate(out) + Na+(out) = L-ascorbate(in) + Na+(in).	molecular_function
GO:0015605	Enables the transfer of organophosphate esters from one side of a membrane to the other. Organophosphate esters are small organic molecules containing phosphate ester bonds.	molecular_function
GO:0015658	Enables the transfer of branched-chain amino acids from one side of a membrane to the other. Branched-chain amino acids are amino acids with a branched carbon skeleton without rings.	molecular_function
GO:0005340	Enables the transfer of nucleotide-sulfate from one side of a membrane to the other.	molecular_function
GO:0005459	Catalysis of the transfer of a UDP-galactose from one side of the membrane to the other. UDP-galactose is a substance composed of galactose in glycosidic linkage with uridine diphosphate.	molecular_function
GO:0097627	Catalysis of the transfer of L-ornithine from one side of a membrane to the other. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	molecular_function
GO:0097626	Catalysis of the transfer of L-arginine from one side of a membrane to the other. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0097625	Catalysis of the transfer of basic amino acids from one side of a membrane to the other. Basic amino acids have a pH above 7. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0097624	The directed movement of UDP-galactose into the Golgi lumen across the Golgi membrane.	biological_process
GO:0015514	Enables the transfer of nitrite from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0015557	Enables the directed movement of fully folded proteins into, out of or within a cell, or between cells, by targeting the proteins to the transporter via a specialized N-terminal twin arginine signal peptide.	molecular_function
GO:0015558	Enables the transfer of p-aminobenzoyl-glutamate from the outside of a cell to the inside of the cell across a membrane.	molecular_function
GO:0015568	Enables the transfer of L-idonate from one side of the membrane to the other. L-idonate is an aldonic acid derived from L-idose, an aldohexose which is epimeric with D-glucose.	molecular_function
GO:0015577	Enables the transfer of a galactitol from one side of the membrane to the other. Galactitol is the hexitol derived by the reduction of the aldehyde group of either D- or L-galactose.	molecular_function
GO:0015578	Enables the transfer of mannose from one side of the membrane to the other. Mannose is the aldohexose manno-hexose, the C-2 epimer of glucose. The D-(+)-form is widely distributed in mannans and hemicelluloses and is of major importance in the core oligosaccharide of N-linked oligosaccharides of glycoproteins.	molecular_function
GO:0015113	Enables the transfer of nitrite (NO2-) ions from one side of a membrane to the other.	molecular_function
GO:0048474	Enables the transfer of D-methionine from one side of a membrane to the other.	molecular_function
GO:1903149	OBSOLETE. Any adenine transmembrane transporter activity that is involved in adenine import into cell.	molecular_function
GO:1903159	OBSOLETE. Any malate transmembrane transporter activity that is involved in malate import into cell.	molecular_function
GO:0050833	Enables the transfer of pyruvate, 2-oxopropanoate, from one side of the membrane to the other.	molecular_function
GO:0006855	The process in which a drug is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0075086	Any process in which the host organism stops, prevents, or reduces the frequency, rate or extent of transmembrane receptor-mediated cAMP signal transduction in the symbiont. The host is defined as the larger of the organisms involved in a symbiotic interaction.	biological_process
GO:1903400	The directed movement of L-arginine across a membrane.	biological_process
GO:1903401	The directed movement of L-lysine across a membrane.	biological_process
GO:0089703	The directed movement of L-aspartate out of the vacuole, across the vacuolar membrane.	biological_process
GO:0089704	The directed movement of L-glutamate out of the vacuole, across the vacuolar membrane.	biological_process
GO:0089706	The directed movement of L-ornithine out of the vacuole, across the vacuolar membrane.	biological_process
GO:0089707	The directed movement of L-lysine out of the vacuole, across the vacuolar membrane.	biological_process
GO:0089709	The directed movement of L-histidine across a membrane.	biological_process
GO:0089711	The directed movement of L-glutamate across a membrane.	biological_process
GO:0089712	The directed movement of L-aspartate across a membrane.	biological_process
GO:0089721	Enables the transfer of a phosphoenolpyruvate from one side of a membrane to the other.	molecular_function
GO:0034639	Catalysis of the transfer of an L-amino acid from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:1904214	Any process that activates or increases the frequency, rate or extent of iodide transmembrane transport.	biological_process
GO:1903830	The directed movement of magnesium ion across a membrane.	biological_process
GO:1903874	The directed movement of ferrous iron (iron(2+)) across a membrane.	biological_process
GO:1903960	Any process that stops, prevents or reduces the frequency, rate or extent of anion transmembrane transport.	biological_process
GO:1903961	Any process that activates or increases the frequency, rate or extent of anion transmembrane transport.	biological_process
GO:0080170	The process in which hydrogen peroxide is transported from one side of a membrane to the other. This process includes the actual movement of the solute, and any regulation and preparatory steps, such as reduction of the solute.	biological_process
GO:0080161	Enables the transfer of auxins from one side of the membrane to the other. Auxins are plant hormones that regulate aspects of plant growth.	molecular_function
GO:0080122	Enables the transfer of AMP, adenosine monophosphate, from one side of a membrane to the other.	molecular_function
GO:0080054	Enables the transfer of nitrate ions (NO3-) from one side of a membrane to the other. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0071421	A process in which a manganese ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0071422	A process in which a succinate ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0071423	A process in which a malate ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0097553	A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore.	biological_process
GO:0097339	A process in which glycolate is transported from one side of a membrane to the other by means of some agent such as a transporter or pore. Glycolate is the anion of hydroxyethanoic acid (glycolic acid).	biological_process
GO:0097253	Enables the transfer of beta-hydroxybutyrate from one side of the membrane to the other. Beta-hydroxybutyrate is the conjugate base of (R)-3-hydroxybutyric acid.	molecular_function
GO:0015208	Enables the transfer of guanine, 2-amino-6-hydroxypurine, from one side of a membrane to the other.	molecular_function
GO:0015403	Enables the transfer of thiamine from the outside of a cell to the inside across a membrane.	molecular_function
GO:0015203	Enables the transfer of polyamines, organic compounds containing two or more amino groups, from one side of the membrane to the other.	molecular_function
GO:0015213	Enables the transfer of uridine, uracil riboside, from one side of a membrane to the other.	molecular_function
GO:0015415	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + phosphate(out) = ADP + phosphate + phosphate(in).	molecular_function
GO:0015416	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + phosphonate(out) = ADP + phosphate + phosphonate(in). A phosphonate is any salt, anion, or ester of phosphonic acid (HPO(OH)2).	molecular_function
GO:0015419	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + sulfate(out) = ADP + phosphate + sulfate(in).	molecular_function
GO:0015446	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + arsenite(in) = ADP + phosphate + arsenite(out).	molecular_function
GO:0043879	Enables the transfer of glycolate from one side of a membrane to the other. Glycolate is the smallest alpha-hydroxy acid (AHA).	molecular_function
GO:0070574	A process in which a cadmium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0000064	Enables the transfer of L-ornithine from one side of a membrane to the other. L-ornithine is 2,5-diaminopentanoic acid.	molecular_function
GO:0000095	Enables the transfer of S-adenosylmethionine from one side of a membrane to the other. S-adenosylmethionine is S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism.	molecular_function
GO:0015098	Enables the transfer of molybdate (MoO4 2-) ions from one side of a membrane to the other. Molybdate is the bivalent anion derived from molybdic acid.	molecular_function
GO:0000295	Catalysis of the transfer of adenine nucleotides (AMP, ADP, and ATP) from one side of the membrane to the other.	molecular_function
GO:0000297	Enables the transfer of spermine from one side of the membrane to the other. Spermine is a polybasic amine found in human sperm, in ribosomes and in some viruses, which is involved in nucleic acid packaging. Synthesis is regulated by ornithine decarboxylase which plays a key role in control of DNA replication.	molecular_function
GO:0042626	Catalysis of the reaction: ATP + H2O = ADP + phosphate, to directly drive the active transport of a substance across a membrane.	molecular_function
GO:0042625	Catalysis of the transfer of an ion from one side of a membrane to the other, driven by the reaction: ATP + H2O = ADP + phosphate.	molecular_function
GO:0015988	The transport of protons across a membrane and against an electrochemical gradient, using energy from a source such as ATP hydrolysis, light, or electron transport.	biological_process
GO:0015099	Enables the transfer of nickel (Ni) cations from one side of a membrane to the other.	molecular_function
GO:0015097	Enables the transfer of mercury (Hg) ions from one side of a membrane to the other.	molecular_function
GO:0015095	Enables the transfer of magnesium (Mg) ions from one side of a membrane to the other.	molecular_function
GO:0015093	Enables the transfer of ferrous iron (Fe(II) or Fe2+) ions from one side of a membrane to the other.	molecular_function
GO:0015092	Enables the transfer of Fe(III) from the outside of a cell to the inside of a cell across a membrane. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	molecular_function
GO:0015091	Enables the transfer of ferric iron (Fe(III) or Fe3+) ions from one side of a membrane to the other.	molecular_function
GO:0015090	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Fe2+(out) = Fe2+(in). In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0015089	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Cu2+(out) = Cu2+(in). In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	molecular_function
GO:0015088	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Cu+(out) = Cu+(in).	molecular_function
GO:0015087	Enables the transfer of cobalt (Co) ions from one side of a membrane to the other.	molecular_function
GO:0015086	Enables the transfer of cadmium (Cd) ions from one side of a membrane to the other.	molecular_function
GO:0015085	Enables the transfer of calcium (Ca) ions from one side of a membrane to the other.	molecular_function
GO:0015083	Enables the transfer of aluminum (Al) ions from one side of a membrane to the other.	molecular_function
GO:0015081	Enables the transfer of sodium ions (Na+) from one side of a membrane to the other.	molecular_function
GO:0015080	Enables the transfer of silver (Ag) ions from one side of a membrane to the other.	molecular_function
GO:0015079	Enables the transfer of potassium ions (K+) from one side of a membrane to the other.	molecular_function
GO:0015078	Enables the transfer of hydrogen ions from one side of a membrane to the other.	molecular_function
GO:0015077	Enables the transfer of a inorganic cations with a valency of one from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage.	molecular_function
GO:0015075	Enables the transfer of an ion from one side of a membrane to the other.	molecular_function
GO:1990542	The process in which a solute is transported from one side of a membrane to the other into, out of or within a mitochondrion.	biological_process
GO:0000102	Catalysis of the transfer of L-methionine from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Chemiosmotic sources of energy include uniport, symport or antiport.	molecular_function
GO:0000100	Catalysis of the transfer of S-methylmethionine from one side of a membrane to the other.	molecular_function
GO:0000099	Enables the transfer of sulfur amino acids from one side of a membrane to the other. Sulphur amino acids contain sulfur in the form of cystine, methionine or their derivatives.	molecular_function
GO:0000040	A process in which an iron ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore. In low-affinity transport the transporter is able to bind the solute only if it is only present at very low concentrations.	biological_process
GO:0000007	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Zn2+ = Zn2+, probably powered by proton motive force. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0000006	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Zn2+(out) = Zn2+(in), probably powered by proton motive force. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	molecular_function
GO:0015513	Enables the transfer of nitrite from the outside of a cell to the inside of the cell across a membrane.	molecular_function
GO:0015621	Enables the transfer of ferric triacetylfusarinine C from one side of a membrane to the other.	molecular_function
GO:0015622	Catalysis of the transfer of ferric-hydroxamate from one side of a membrane to the other.	molecular_function
GO:0015639	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Fe2+(out) + energy = Fe2+(in).	molecular_function
GO:0015659	Enables the transfer of formate from the outside of a cell to the inside of the cell across a membrane.	molecular_function
GO:0022815	OBSOLETE. Catalysis of the transfer of a large uncharged polar molecule from one side of a membrane to the other.	molecular_function
GO:0022804	Catalysis of the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction.	molecular_function
GO:0022803	Enables the transfer of a solute from one side of the membrane to the other, down the solute's concentration gradient.	molecular_function
GO:0102017	Catalysis of the reaction: ATP(4-) + H2O + an alkylphosphonate <=> ADP(3-) + hydrogenphosphate + H+ + an alkylphosphonate.	molecular_function
GO:0022898	Any process that modulates the frequency, rate or extent of transmembrane transporter activity.	biological_process
GO:0022893	Catalysis of the low-affinity transfer of L-tryptophan from one side of a membrane to the other. Tryptophan is 2-amino-3-(1H-indol-3-yl)propanoic acid. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0022891	Enables the transfer of a specific substance or group of related substances from one side of a membrane to the other.	molecular_function
GO:0022890	Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage.	molecular_function
GO:0022889	Enables the transfer of serine from one side of a membrane to the other. Serine is 2-amino-3-hydroxypropanoic acid.	molecular_function
GO:0022885	Enables the transfer of a bacteriocin from one side of the membrane to the other.	molecular_function
GO:0022884	Enables the transfer of a macromolecule from one side of the membrane to the other.	molecular_function
GO:0022883	Catalysis of the transfer of a zinc ion or zinc ions from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0022875	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + galactitol(out) = protein histidine + galactitol phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.	molecular_function
GO:0022872	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + mannitol(out) = protein histidine + mannitol phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.	molecular_function
GO:0022867	Enables transfer of two electrons across a membrane.	molecular_function
GO:0022866	Enables transfer of one electron across a membrane.	molecular_function
GO:0022865	Enables electron flow across a biological membrane, from donors localized on one side of the membrane to acceptors localized on the other side. These systems contribute to or subtract from the membrane potential, depending on the direction of electron flow. They are therefore important to cellular energetics.	molecular_function
GO:0022858	Enables the transfer of alanine from one side of a membrane to the other. Alanine is 2-aminopropanoic acid.	molecular_function
GO:0022857	Enables the transfer of a substance from one side of a membrane to the other.	molecular_function
GO:0022854	OBSOLETE. Catalysis of the transfer of a large uncharged polar molecule from one side of the membrane to the other, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.	molecular_function
GO:0022853	Catalysis of the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.	molecular_function
GO:0065002	The directed movement of proteins in a cell, from one side of a membrane to another by means of some agent such as a transporter or pore.	biological_process
GO:1901618	Enables the transfer of organic hydroxy compound from one side of the membrane to the other.	molecular_function
GO:0046715	Enables the transport of borate across a membrane against the concentration gradient.	molecular_function
GO:0046915	Enables the transfer of transition metal ions from one side of a membrane to the other. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver.	molecular_function
GO:0046964	Enables the transfer of 3'-phosphoadenosine 5'-phosphosulfate, a naturally occurring mixed anhydride synthesized from adenosine 5'-phosphosulfate, from one side of a membrane to the other.	molecular_function
GO:1902269	Any process that activates or increases the frequency, rate or extent of polyamine transmembrane transport.	biological_process
GO:1902301	Enables the transfer of galactaric acid anion (galactarate) from one side of the membrane to the other.	molecular_function
GO:0005427	Catalysis of the transfer of a oligopeptide from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by proton movement.	molecular_function
GO:0005458	Enables the transfer of a GDP-mannose from one side of the membrane to the other. GDP-mannose is a substance composed of mannose in glycosidic linkage with guanosine diphosphate.	molecular_function
GO:0032146	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + thiosulfate(out) = ADP + phosphate + thiosulfate(in).	molecular_function
GO:0015606	Enables the transfer of spermidine, N-(3-aminopropyl)-1,4-diaminobutane, from one side of the membrane to the other.	molecular_function
GO:1901475	The directed movement of pyruvate across a membrane.	biological_process
GO:0005300	Catalysis of the high-affinity transfer of L-tryptophan from one side of a membrane to the other. Tryptophan is 2-amino-3-(1H-indol-3-yl)propanoic acid. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	molecular_function
GO:0005302	Enables the transfer of L-tyrosine from one side of a membrane to the other. L-tyrosine is 2-amino-3-(4-hydroxyphenyl)propanoic acid.	molecular_function
GO:0005310	Enables the transfer of dicarboxylic acids from one side of the membrane to the other. A dicarboxylic acid is an organic acid with two COOH groups.	molecular_function
GO:0005315	Enables the transfer of a inorganic phosphate from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Chemiosmotic sources of energy include uniport, symport or antiport.	molecular_function
GO:0005396	OBSOLETE (was not defined before being made obsolete).	molecular_function
GO:1902311	Any process that modulates the frequency, rate or extent of copper ion transmembrane transport.	biological_process
GO:1902356	The directed movement of oxaloacetate(2-) across a membrane.	biological_process
GO:1902357	The directed movement of 2-isopropylmalate(2-) across a membrane.	biological_process
GO:1902358	The directed movement of sulfate across a membrane.	biological_process
GO:1902417	Enables the transfer of (+)-abscisic acid D-glucopyranosyl ester from one side of the membrane to the other.	molecular_function
GO:0032974	The directed movement of amino acids out of the vacuole, across the vacuolar membrane.	biological_process
GO:0032975	The directed movement of amino acids into the vacuole across the vacuolar membrane.	biological_process
GO:0072334	The directed movement of UDP-galactose across a membrane into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0072509	Enables the transfer of inorganic cations with a valency of two from one side of the membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage.	molecular_function
GO:0034220	A process in which an ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0030293	Stops, prevents or reduces the activity of a transmembrane receptor protein tyrosine kinase.	molecular_function
GO:0055085	The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other	biological_process
GO:0055056	Enables the transfer of the D-enantiomer of the hexose monosaccharide glucose from one side of the membrane to the other.	molecular_function
GO:0044769	Catalysis of the transfer of ions from one side of a membrane to the other according to the reaction: ATP + H2O + ion(in) = ADP + phosphate + ion(out), by a rotational mechanism.	molecular_function
GO:1902001	The directed movement of fatty acid across a membrane.	biological_process
GO:0034755	A process in which an iron ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0034759	Any process that modulates the frequency, rate or extent of the directed movement of iron ions (Fe) from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0034763	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other.	biological_process
GO:0034764	Any process that activates or increases the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other.	biological_process
GO:0034765	Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other.	biological_process
GO:0034766	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other.	biological_process
GO:0034767	Any process that activates or increases the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other.	biological_process
GO:0034775	A process in which glutathione is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.	biological_process
GO:0009673	Enables the transfer of phosphate from one side of the membrane to the other. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations.	molecular_function
GO:0021938	The series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened in cerebellar granule cells that contributes to the regulation of proliferation of the cells.	biological_process
GO:0021910	The series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened that results in the spatial identity of regions along the dorsal-ventral axis of the spinal cord.	biological_process
GO:0101013	Enables the transmembrane transfer of a sodium ion by a voltage-gated channel whose activity is modulated in response to mechanical stress. Response to mechanical stress and voltage gating  together is different than the sum of individual responses. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0039591	Any process in which a virus stops, prevents, or reduces the frequency, rate or extent of host tapasin (TAP binding protein/TAPBP) activity. Tapasin is a type I transmembrane protein essential for the optimal expression of stable MHC class I molecules on the host cell surface. By inhibiting host tapasin activity, viruses can prevent presentation of their antigens at the cell surface, and thereby evade the host anti-viral immune response.	biological_process
GO:0039546	The chemical reactions and pathways performed by a virus resulting in the hydrolysis of the host MAVS (mitochondrial inhibitor of viral signaling) protein by cleavage of peptide bonds, thereby inhibiting the host innate immune response. For example, MAVS harbors a C-terminal transmembrane domain that targets it to the mitochondrial outer membrane; cleavage within this domain removes MAVS from the membrane, thus preventing it from signaling.	biological_process
GO:0051957	Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0051956	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:1903894	Any process that modulates the frequency, rate or extent of the IRE1-mediated unfolded protein response.	biological_process
GO:0051089	The proteolytic cleavage of transmembrane proteins and release of their ectodomain that occurs constantly, regardless of environmental conditions or demands.	biological_process
GO:0051088	The proteolytic cleavage of transmembrane proteins and release of their ectodomain that occurs after induction by phorbol-12-myristate-13-acetate (PMA), a protein kinase C agonist.	biological_process
GO:0051043	Any process that modulates the frequency, rate or extent of the proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain).	biological_process
GO:0098046	A complex of proteins that permits the translocation of proteins across the outer membrane via a transmembrane pore, formed by a beta-barrel, into the extracellular milieu or directly into host cells; the secreted proteins contain all the information required for translocation of an effector molecule through the cell envelope. The type V secretion systems includes the autotransporters (type Va), the two-partner secretion system (type Vb) and the Oca family (type Vc).	cellular_component
GO:0098782	Enables the transmembrane transfer of a potassium ion by a channel that opens in response to a mechanical stress.	molecular_function
GO:0098561	A transmembrane protein complex that consists of multiple methyl-accepting chemoreceptor protein subunits, a histidine kinase and a connector protein and which functions in the regulation of flagellar rotary motor activity in response to an external chemical stimulus.	cellular_component
GO:0043267	Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0019182	Enables the transmembrane transfer of a chloride ion by a channel that opens when histamine has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0097365	Enables the transmembrane transfer of a calcium ion by a channel that opens in response to a mechanical stress in the form of stretching, and contributing to the regulation of action potential in a cardiac muscle cell.	molecular_function
GO:0099604	Enables the transmembrane transfer of a calcium ions by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0015401	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: urea(out) + Na+(out) = urea(in) + Na+(in).	molecular_function
GO:0015289	OBSOLETE. Catalysis of the transport of electrolytes and other small molecules across a cell membrane. They are synthesized by one cell and secreted for insertion into the membrane of another cell where they form transmembrane pores. They may exert their toxic effects by allowing the free flow of electrolytes and other small molecules across the membrane, or they may allow entry into the target cell cytoplasm of a toxin protein that ultimately kills the cell.	molecular_function
GO:0015288	Catalysis of the transfer of substances, sized less than 1000 Da, from one side of the membrane to the other. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.	molecular_function
